tick,topic_id,popularity,gini_index,polarized,agents,ideology_weight
30,t_0_g_0,0.214,0.0720,true,500,2.5
30,t_1_g_0,0.198,0.0720,true,500,2.5
30,t_2_g_0,0.194,0.0720,true,500,2.5
30,t_3_g_0,0.166,0.0720,true,500,2.5
30,t_4_g_0,0.228,0.0720,true,500,2.5
60,t_0_g_0,0.214,0.0720,true,500,2.5
60,t_1_g_0,0.198,0.0720,true,500,2.5
60,t_2_g_0,0.194,0.0720,true,500,2.5
60,t_3_g_0,0.166,0.0720,true,500,2.5
60,t_4_g_0,0.228,0.0720,true,500,2.5
90,t_0_g_0,0.226,0.0660,true,500,2.5
90,t_1_g_0,0.208,0.0660,true,500,2.5
90,t_2_g_0,0.202,0.0660,true,500,2.5
90,t_3_g_0,0.164,0.0660,true,500,2.5
90,t_4_g_0,0.2,0.0660,true,500,2.5
120,t_0_g_0,0.224,0.0710,true,500,2.5
120,t_1_g_0,0.214,0.0710,true,500,2.5
120,t_2_g_0,0.204,0.0710,true,500,2.5
120,t_3_g_0,0.162,0.0710,true,500,2.5
120,t_4_g_0,0.196,0.0710,true,500,2.5
150,t_0_g_0,0.208,0.1630,true,500,2.5
150,t_1_g_0,0.29,0.1630,true,500,2.5
150,t_2_g_0,0.19,0.1630,true,500,2.5
150,t_3_g_0,0.15,0.1630,true,500,2.5
150,t_4_g_0,0.162,0.1630,true,500,2.5
180,t_0_g_0,0.204,0.1470,true,500,2.5
180,t_1_g_0,0.282,0.1470,true,500,2.5
180,t_2_g_0,0.196,0.1470,true,500,2.5
180,t_3_g_0,0.156,0.1470,true,500,2.5
180,t_4_g_0,0.162,0.1470,true,500,2.5
210,t_0_g_0,0.192,0.2250,true,500,2.5
210,t_1_g_0,0.338,0.2250,true,500,2.5
210,t_2_g_0,0.188,0.2250,true,500,2.5
210,t_3_g_0,0.146,0.2250,true,500,2.5
210,t_4_g_0,0.136,0.2250,true,500,2.5
240,t_0_g_0,0.222,0.3800,true,500,2.5
240,t_1_g_0,0.36,0.3800,true,500,2.5
240,t_2_g_0,0.236,0.3800,true,500,2.5
240,t_3_g_0,0.168,0.3800,true,500,2.5
240,t_4_g_1,0.014,0.3800,true,500,2.5
270,t_0_g_0,0.202,0.4840,true,500,2.5
270,t_1_g_0,0.41,0.4840,true,500,2.5
270,t_2_g_0,0.27,0.4840,true,500,2.5
270,t_3_g_1,0.004,0.4840,true,500,2.5
270,t_4_g_1,0.114,0.4840,true,500,2.5
300,t_0_g_0,0.168,0.4260,true,500,2.5
300,t_1_g_0,0.394,0.4260,true,500,2.5
300,t_2_g_0,0.268,0.4260,true,500,2.5
300,t_3_g_1,0.034,0.4260,true,500,2.5
300,t_4_g_1,0.136,0.4260,true,500,2.5
330,t_0_g_0,0.186,0.4150,true,500,2.5
330,t_1_g_0,0.404,0.4150,true,500,2.5
330,t_2_g_0,0.252,0.4150,true,500,2.5
330,t_3_g_1,0.086,0.4150,true,500,2.5
330,t_4_g_1,0.072,0.4150,true,500,2.5
360,t_0_g_0,0.172,0.4200,true,500,2.5
360,t_1_g_0,0.394,0.4200,true,500,2.5
360,t_2_g_0,0.276,0.4200,true,500,2.5
360,t_3_g_1,0.092,0.4200,true,500,2.5
360,t_4_g_1,0.066,0.4200,true,500,2.5
390,t_0_g_1,0.02,0.4850,true,500,2.5
390,t_1_g_0,0.408,0.4850,true,500,2.5
390,t_2_g_0,0.318,0.4850,true,500,2.5
390,t_3_g_1,0.13,0.4850,true,500,2.5
390,t_4_g_1,0.124,0.4850,true,500,2.5
420,t_0_g_1,0.044,0.4540,true,500,2.5
420,t_1_g_0,0.396,0.4540,true,500,2.5
420,t_2_g_0,0.314,0.4540,true,500,2.5
420,t_3_g_1,0.136,0.4540,true,500,2.5
420,t_4_g_1,0.11,0.4540,true,500,2.5
450,t_0_g_1,0.074,0.5320,true,500,2.5
450,t_1_g_0,0.408,0.5320,true,500,2.5
450,t_2_g_0,0.346,0.5320,true,500,2.5
450,t_3_g_1,0.16,0.5320,true,500,2.5
450,t_4_g_2,0.012,0.5320,true,500,2.5
480,t_0_g_1,0.062,0.5140,true,500,2.5
480,t_1_g_0,0.4,0.5140,true,500,2.5
480,t_2_g_0,0.346,0.5140,true,500,2.5
480,t_3_g_1,0.164,0.5140,true,500,2.5
480,t_4_g_2,0.028,0.5140,true,500,2.5
510,t_0_g_1,0.052,0.4690,true,500,2.5
510,t_1_g_0,0.38,0.4690,true,500,2.5
510,t_2_g_0,0.348,0.4690,true,500,2.5
510,t_3_g_1,0.154,0.4690,true,500,2.5
510,t_4_g_2,0.066,0.4690,true,500,2.5
540,t_0_g_1,0.064,0.4620,true,500,2.5
540,t_1_g_0,0.392,0.4620,true,500,2.5
540,t_2_g_0,0.336,0.4620,true,500,2.5
540,t_3_g_1,0.14,0.4620,true,500,2.5
540,t_4_g_2,0.068,0.4620,true,500,2.5
570,t_0_g_1,0.106,0.5080,true,500,2.5
570,t_1_g_0,0.402,0.5080,true,500,2.5
570,t_2_g_0,0.37,0.5080,true,500,2.5
570,t_3_g_2,0.036,0.5080,true,500,2.5
570,t_4_g_2,0.086,0.5080,true,500,2.5
600,t_0_g_1,0.148,0.5511,true,500,2.5
600,t_1_g_1,0,0.5511,true,500,2.5
600,t_2_g_0,0.418,0.5511,true,500,2.5
600,t_3_g_2,0.1,0.5511,true,500,2.5
600,t_4_g_2,0.136,0.5511,true,500,2.5
630,t_0_g_1,0.164,0.3850,true,500,2.5
630,t_1_g_1,0.046,0.3850,true,500,2.5
630,t_2_g_0,0.416,0.3850,true,500,2.5
630,t_3_g_2,0.18,0.3850,true,500,2.5
630,t_4_g_2,0.194,0.3850,true,500,2.5
660,t_0_g_1,0.142,0.3390,true,500,2.5
660,t_1_g_1,0.086,0.3390,true,500,2.5
660,t_2_g_0,0.398,0.3390,true,500,2.5
660,t_3_g_2,0.178,0.3390,true,500,2.5
660,t_4_g_2,0.196,0.3390,true,500,2.5
690,t_0_g_2,0.034,0.4070,true,500,2.5
690,t_1_g_1,0.142,0.4070,true,500,2.5
690,t_2_g_0,0.384,0.4070,true,500,2.5
690,t_3_g_2,0.184,0.4070,true,500,2.5
690,t_4_g_2,0.256,0.4070,true,500,2.5
720,t_0_g_2,0.134,0.4020,true,500,2.5
720,t_1_g_1,0.242,0.4020,true,500,2.5
720,t_2_g_1,0.008,0.4020,true,500,2.5
720,t_3_g_2,0.278,0.4020,true,500,2.5
720,t_4_g_2,0.338,0.4020,true,500,2.5
750,t_0_g_2,0.152,0.3240,true,500,2.5
750,t_1_g_1,0.24,0.3240,true,500,2.5
750,t_2_g_1,0.048,0.3240,true,500,2.5
750,t_3_g_2,0.232,0.3240,true,500,2.5
750,t_4_g_2,0.328,0.3240,true,500,2.5
780,t_0_g_2,0.256,0.3280,true,500,2.5
780,t_1_g_1,0.254,0.3280,true,500,2.5
780,t_2_g_1,0.188,0.3280,true,500,2.5
780,t_3_g_3,0.004,0.3280,true,500,2.5
780,t_4_g_2,0.298,0.3280,true,500,2.5
810,t_0_g_2,0.256,0.3050,true,500,2.5
810,t_1_g_1,0.256,0.3050,true,500,2.5
810,t_2_g_1,0.17,0.3050,true,500,2.5
810,t_3_g_3,0.028,0.3050,true,500,2.5
810,t_4_g_2,0.29,0.3050,true,500,2.5
840,t_0_g_2,0.322,0.4340,true,500,2.5
840,t_1_g_1,0.34,0.4340,true,500,2.5
840,t_2_g_1,0.204,0.4340,true,500,2.5
840,t_3_g_3,0.134,0.4340,true,500,2.5
840,t_4_g_3,0,0.4340,true,500,2.5
870,t_0_g_2,0.322,0.4040,true,500,2.5
870,t_1_g_1,0.328,0.4040,true,500,2.5
870,t_2_g_1,0.202,0.4040,true,500,2.5
870,t_3_g_3,0.126,0.4040,true,500,2.5
870,t_4_g_3,0.022,0.4040,true,500,2.5
900,t_0_g_2,0.31,0.3330,true,500,2.5
900,t_1_g_1,0.308,0.3330,true,500,2.5
900,t_2_g_1,0.204,0.3330,true,500,2.5
900,t_3_g_3,0.094,0.3330,true,500,2.5
900,t_4_g_3,0.084,0.3330,true,500,2.5
930,t_0_g_2,0.322,0.3770,true,500,2.5
930,t_1_g_1,0.316,0.3770,true,500,2.5
930,t_2_g_1,0.21,0.3770,true,500,2.5
930,t_3_g_3,0.054,0.3770,true,500,2.5
930,t_4_g_3,0.098,0.3770,true,500,2.5
960,t_0_g_2,0.344,0.4310,true,500,2.5
960,t_1_g_1,0.32,0.4310,true,500,2.5
960,t_2_g_1,0.204,0.4310,true,500,2.5
960,t_3_g_4,0.014,0.4310,true,500,2.5
960,t_4_g_3,0.118,0.4310,true,500,2.5
990,t_0_g_2,0.328,0.3890,true,500,2.5
990,t_1_g_1,0.312,0.3890,true,500,2.5
990,t_2_g_1,0.214,0.3890,true,500,2.5
990,t_3_g_4,0.044,0.3890,true,500,2.5
990,t_4_g_3,0.102,0.3890,true,500,2.5
1020,t_0_g_2,0.324,0.3530,true,500,2.5
1020,t_1_g_1,0.294,0.3530,true,500,2.5
1020,t_2_g_1,0.214,0.3530,true,500,2.5
1020,t_3_g_4,0.068,0.3530,true,500,2.5
1020,t_4_g_3,0.1,0.3530,true,500,2.5
1050,t_0_g_2,0.354,0.4979,true,500,2.5
1050,t_1_g_1,0.32,0.4979,true,500,2.5
